,Company,Job type,State,date Posted,Part time/full time,Min salary,Max salary,Avg_salary,Posting_age_days,job_description
146,PhonePe,Field Sales Executive,Telangana,2025-03-16 00:00:00,Full Time,16000,32000,24000,42,"Field Sales Executive role in Telangana.
Average salary: $24,000."
147,Bombay Fresh Fish Suppliers Llp,Helper / Delivery,Maharashtra,2025-03-16 00:00:00,Full Time,12000,15000,13500,42,"Helper / Delivery role in Maharashtra.
Average salary: $13,500."
148,3I Infotech Limited,Node Js Developer,Karnataka,2025-03-16 00:00:00,Full Time,80000,100000,90000,42,"Node Js Developer role in Karnataka.
Average salary: $90,000."
149,Pragati Enterprises,Supervisor/Incharge,Maharashtra,2025-03-16 00:00:00,Full Time,19000,21000,20000,42,"Supervisor/Incharge role in Maharashtra.
Average salary: $20,000."
150,Ipcsglobal Solutions Private Limited,Business Development Executive,Chhattisgarh,2025-03-16 00:00:00,Full Time,17000,20000,18500,42,"Business Development Executive role in Chhattisgarh.
Average salary: $18,500."
151,T.M.Inputs And Services Private Limited,Area Manager,Maharashtra,2025-03-12 00:00:00,Full Time,1000000,1400000,1200000,46,"Area Manager role in Maharashtra.
Average salary: $1,200,000."
152,Bright Vision Technologies LLC,AWS Cloud Engineer andndash; FinOps andamp; Cost Optimization,"Gujarat, Karnataka, Tamil Nadu",2025-03-16 00:00:00,Full Time,708333,1245833,977083,42,"AWS Cloud Engineer andndash; FinOps andamp; Cost Optimization role in Gujarat, Karnataka, Tamil Nadu.
Average salary: $977,083."
153,Empire Group,Sales Manager,Maharashtra,2025-03-16 00:00:00,Full Time,10000,20000,15000,42,"Sales Manager role in Maharashtra.
Average salary: $15,000."
154,Ciao Green Private Limited,Sr Interior Designer & 3D Visualizer,Haryana,2025-03-16 00:00:00,Full Time,30000,60000,45000,42,"Sr Interior Designer & 3D Visualizer role in Haryana.
Average salary: $45,000."
155,InstaMart,Picker / Packer,Tamil Nadu,2025-03-16 00:00:00,Full Time,13000,16500,14750,42,"Picker / Packer role in Tamil Nadu.
Average salary: $14,750."
156,Tax Genius,Process Executive Intern,Telangana,2025-03-16 00:00:00,Full Time,15000,18000,16500,42,"Process Executive Intern role in Telangana.
Average salary: $16,500."
157,PhonePe,Field Sales Executive,Telangana,2025-03-16 00:00:00,Full Time,16000,32000,24000,42,"Field Sales Executive role in Telangana.
Average salary: $24,000."
158,Bombay Fresh Fish Suppliers Llp,Helper / Delivery,Maharashtra,2025-03-16 00:00:00,Full Time,12000,15000,13500,42,"Helper / Delivery role in Maharashtra.
Average salary: $13,500."
159,3I Infotech Limited,Node Js Developer,Karnataka,2025-03-16 00:00:00,Full Time,80000,100000,90000,42,"Node Js Developer role in Karnataka.
Average salary: $90,000."
160,Pragati Enterprises,Supervisor/Incharge,Maharashtra,2025-03-16 00:00:00,Full Time,19000,21000,20000,42,"Supervisor/Incharge role in Maharashtra.
Average salary: $20,000."
161,Ipcsglobal Solutions Private Limited,Business Development Executive,Chhattisgarh,2025-03-16 00:00:00,Full Time,17000,20000,18500,42,"Business Development Executive role in Chhattisgarh.
Average salary: $18,500."
162,T.M.Inputs And Services Private Limited,Area Manager,Maharashtra,2025-03-12 00:00:00,Full Time,1000000,1400000,1200000,46,"Area Manager role in Maharashtra.
Average salary: $1,200,000."
163,Bright Vision Technologies LLC,AWS Cloud Engineer andndash; FinOps andamp; Cost Optimization,"Gujarat, Karnataka, Tamil Nadu",2025-03-16 00:00:00,Full Time,708333,1245833,977083,42,"AWS Cloud Engineer andndash; FinOps andamp; Cost Optimization role in Gujarat, Karnataka, Tamil Nadu.
Average salary: $977,083."
164,Empire Group,Sales Manager,Maharashtra,2025-03-16 00:00:00,Full Time,10000,20000,15000,42,"Sales Manager role in Maharashtra.
Average salary: $15,000."
165,Ciao Green Private Limited,Sr Interior Designer & 3D Visualizer,Haryana,2025-03-16 00:00:00,Full Time,30000,60000,45000,42,"Sr Interior Designer & 3D Visualizer role in Haryana.
Average salary: $45,000."
166,InstaMart,Picker / Packer,Tamil Nadu,2025-03-16 00:00:00,Full Time,13000,16500,14750,42,"Picker / Packer role in Tamil Nadu.
Average salary: $14,750."
167,Tax Genius,Process Executive Intern,Telangana,2025-03-16 00:00:00,Full Time,15000,18000,16500,42,"Process Executive Intern role in Telangana.
Average salary: $16,500."
168,PhonePe,Field Sales Executive,Telangana,2025-03-16 00:00:00,Full Time,16000,32000,24000,42,"Field Sales Executive role in Telangana.
Average salary: $24,000."
169,Bombay Fresh Fish Suppliers Llp,Helper / Delivery,Maharashtra,2025-03-16 00:00:00,Full Time,12000,15000,13500,42,"Helper / Delivery role in Maharashtra.
Average salary: $13,500."
170,3I Infotech Limited,Node Js Developer,Karnataka,2025-03-16 00:00:00,Full Time,80000,100000,90000,42,"Node Js Developer role in Karnataka.
Average salary: $90,000."
171,Pragati Enterprises,Supervisor/Incharge,Maharashtra,2025-03-16 00:00:00,Full Time,19000,21000,20000,42,"Supervisor/Incharge role in Maharashtra.
Average salary: $20,000."
172,Ipcsglobal Solutions Private Limited,Business Development Executive,Chhattisgarh,2025-03-16 00:00:00,Full Time,17000,20000,18500,42,"Business Development Executive role in Chhattisgarh.
Average salary: $18,500."
173,T.M.Inputs And Services Private Limited,Area Manager,Maharashtra,2025-03-12 00:00:00,Full Time,1000000,1400000,1200000,46,"Area Manager role in Maharashtra.
Average salary: $1,200,000."
174,Bright Vision Technologies LLC,AWS Cloud Engineer andndash; FinOps andamp; Cost Optimization,"Gujarat, Karnataka, Tamil Nadu",2025-03-16 00:00:00,Full Time,708333,1245833,977083,42,"AWS Cloud Engineer andndash; FinOps andamp; Cost Optimization role in Gujarat, Karnataka, Tamil Nadu.
Average salary: $977,083."
175,Empire Group,Sales Manager,Maharashtra,2025-03-16 00:00:00,Full Time,10000,20000,15000,42,"Sales Manager role in Maharashtra.
Average salary: $15,000."
176,Ciao Green Private Limited,Sr Interior Designer & 3D Visualizer,Haryana,2025-03-16 00:00:00,Full Time,30000,60000,45000,42,"Sr Interior Designer & 3D Visualizer role in Haryana.
Average salary: $45,000."
177,InstaMart,Picker / Packer,Tamil Nadu,2025-03-16 00:00:00,Full Time,13000,16500,14750,42,"Picker / Packer role in Tamil Nadu.
Average salary: $14,750."
178,Tax Genius,Process Executive Intern,Telangana,2025-03-16 00:00:00,Full Time,15000,18000,16500,42,"Process Executive Intern role in Telangana.
Average salary: $16,500."
179,PhonePe,Field Sales Executive,Telangana,2025-03-16 00:00:00,Full Time,16000,32000,24000,42,"Field Sales Executive role in Telangana.
Average salary: $24,000."
180,Bombay Fresh Fish Suppliers Llp,Helper / Delivery,Maharashtra,2025-03-16 00:00:00,Full Time,12000,15000,13500,42,"Helper / Delivery role in Maharashtra.
Average salary: $13,500."
181,3I Infotech Limited,Node Js Developer,Karnataka,2025-03-16 00:00:00,Full Time,80000,100000,90000,42,"Node Js Developer role in Karnataka.
Average salary: $90,000."
182,Pragati Enterprises,Supervisor/Incharge,Maharashtra,2025-03-16 00:00:00,Full Time,19000,21000,20000,42,"Supervisor/Incharge role in Maharashtra.
Average salary: $20,000."
183,Ipcsglobal Solutions Private Limited,Business Development Executive,Chhattisgarh,2025-03-16 00:00:00,Full Time,17000,20000,18500,42,"Business Development Executive role in Chhattisgarh.
Average salary: $18,500."
184,T.M.Inputs And Services Private Limited,Area Manager,Maharashtra,2025-03-12 00:00:00,Full Time,1000000,1400000,1200000,46,"Area Manager role in Maharashtra.
Average salary: $1,200,000."
185,Bright Vision Technologies LLC,AWS Cloud Engineer andndash; FinOps andamp; Cost Optimization,"Gujarat, Karnataka, Tamil Nadu",2025-03-16 00:00:00,Full Time,708333,1245833,977083,42,"AWS Cloud Engineer andndash; FinOps andamp; Cost Optimization role in Gujarat, Karnataka, Tamil Nadu.
Average salary: $977,083."
186,Not mentioned,Bartender,Gujarat,2025-03-16 00:00:00,Full Time,18500,75000,46750,42,"Bartender role in Gujarat.
Average salary: $46,750."
187,Not mentioned,Beautician,Gujarat,2024-03-16 00:00:00,Full Time,28500,39500,34000,407,"Beautician role in Gujarat.
Average salary: $34,000."
188,Not mentioned,Beautician,Gujarat,2024-03-16 00:00:00,Full Time,45000,46000,45500,407,"Beautician role in Gujarat.
Average salary: $45,500."
189,Not mentioned,Beautician,Gujarat,2024-03-16 00:00:00,Full Time,45000,90000,67500,407,"Beautician role in Gujarat.
Average salary: $67,500."
190,Not mentioned,Beautician,Gujarat,2024-03-16 00:00:00,Full Time,45000,95000,70000,407,"Beautician role in Gujarat.
Average salary: $70,000."
191,Not mentioned,Beautician,Gujarat,2024-03-16 00:00:00,Full Time,84000,85000,84500,407,"Beautician role in Gujarat.
Average salary: $84,500."
192,Not mentioned,Beautician,Gujarat,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"Beautician role in Gujarat.
Average salary: $12,500."
193,Not mentioned,Beautician,Gujarat,2024-03-16 00:00:00,Full Time,15000,16000,15500,407,"Beautician role in Gujarat.
Average salary: $15,500."
194,Not mentioned,Bouncer,Gujarat,2024-03-16 00:00:00,Full Time,18000,25000,21500,407,"Bouncer role in Gujarat.
Average salary: $21,500."
195,RAMI INTERNTAIONAL,BPO/ Telecaller,Gujarat,2024-03-16 00:00:00,Full Time,15000,20000,17500,407,"BPO/ Telecaller role in Gujarat.
Average salary: $17,500."
196,Gujarat Travels,BPO/ Telecaller,Gujarat,2024-03-16 00:00:00,Full Time,10000,13000,11500,407,"BPO/ Telecaller role in Gujarat.
Average salary: $11,500."
197,CREDPATH ADVISORY,BPO/ Telecaller,Gujarat,2024-03-16 00:00:00,Full Time,15000,25000,20000,407,"BPO/ Telecaller role in Gujarat.
Average salary: $20,000."
198,Not mentioned,BPO/ Telecaller,Gujarat,2024-03-16 00:00:00,Full Time,15000,20000,17500,407,"BPO/ Telecaller role in Gujarat.
Average salary: $17,500."
199,Not mentioned,BPO/ Telecaller,Gujarat,2024-03-16 00:00:00,Full Time,8000,10000,9000,407,"BPO/ Telecaller role in Gujarat.
Average salary: $9,000."
200,PRIYA PHARMA,BPO/ Telecaller,Gujarat,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"BPO/ Telecaller role in Gujarat.
Average salary: $12,500."
201,Not mentioned,BPO/ Telecaller,Gujarat,2024-03-16 00:00:00,Full Time,9500,12500,11000,407,"BPO/ Telecaller role in Gujarat.
Average salary: $11,000."
202,Not mentioned,Caretaker/Nanny,Gujarat,2024-03-16 00:00:00,Full Time,25000,30000,27500,407,"Caretaker/Nanny role in Gujarat.
Average salary: $27,500."
203,Not mentioned,Caretaker/Nanny,Gujarat,2024-03-16 00:00:00,Full Time,15000,20000,17500,407,"Caretaker/Nanny role in Gujarat.
Average salary: $17,500."
204,Transit Aviation Academy,Bartender,Karnataka,2024-03-16 00:00:00,Full Time,30000,68000,49000,407,"Bartender role in Karnataka.
Average salary: $49,000."
205,WOW MOMO PVT LTD,Bartender,Karnataka,2024-03-16 00:00:00,Full Time,12500,15500,14000,407,"Bartender role in Karnataka.
Average salary: $14,000."
206,Aruna Kitchen,Bartender,Karnataka,2024-03-16 00:00:00,Full Time,30000,35000,32500,407,"Bartender role in Karnataka.
Average salary: $32,500."
207,(abCoffee) Brewbay Innovations Private Limited,Bartender,Karnataka,2024-03-16 00:00:00,Full Time,17000,22000,19500,407,"Bartender role in Karnataka.
Average salary: $19,500."
208,abCoffee (Brewbay Innovations Private Limited),Bartender,Karnataka,2024-03-16 00:00:00,Full Time,17000,22000,19500,407,"Bartender role in Karnataka.
Average salary: $19,500."
209,Kraft Properties - District 6,Bartender,Karnataka,2024-03-16 00:00:00,Full Time,45000,50000,47500,407,"Bartender role in Karnataka.
Average salary: $47,500."
210,Subway,Bartender,Karnataka,2024-03-16 00:00:00,Full Time,14000,16000,15000,407,"Bartender role in Karnataka.
Average salary: $15,000."
211,Zepto Cafe,Bartender,Karnataka,2024-03-16 00:00:00,Full Time,18000,21000,19500,407,"Bartender role in Karnataka.
Average salary: $19,500."
212,Not mentioned,Beautician,Karnataka,2024-03-16 00:00:00,Full Time,22000,45000,33500,407,"Beautician role in Karnataka.
Average salary: $33,500."
213,Not mentioned,Beautician,Karnataka,2024-03-16 00:00:00,Full Time,28000,42000,35000,407,"Beautician role in Karnataka.
Average salary: $35,000."
214,Not mentioned,Beautician,Karnataka,2024-03-16 00:00:00,Full Time,32500,38500,35500,407,"Beautician role in Karnataka.
Average salary: $35,500."
215,Not mentioned,Beautician,Karnataka,2024-03-16 00:00:00,Full Time,15000,35000,25000,407,"Beautician role in Karnataka.
Average salary: $25,000."
216,Not mentioned,Beautician,Karnataka,2024-03-16 00:00:00,Full Time,20000,30000,25000,407,"Beautician role in Karnataka.
Average salary: $25,000."
217,Not mentioned,Bouncer,Karnataka,2024-03-16 00:00:00,Full Time,15000,25000,20000,407,"Bouncer role in Karnataka.
Average salary: $20,000."
218,Not mentioned,Bouncer,Karnataka,2024-03-16 00:00:00,Full Time,23000,31000,27000,407,"Bouncer role in Karnataka.
Average salary: $27,000."
219,Not mentioned,Bouncer,Karnataka,2024-03-16 00:00:00,Full Time,18000,25000,21500,407,"Bouncer role in Karnataka.
Average salary: $21,500."
220,WINSPARK INNOVATIONS LEARNING PRIVATE LIMITED,BPO/ Telecaller,Karnataka,2024-03-16 00:00:00,Full Time,28000,50000,39000,407,"BPO/ Telecaller role in Karnataka.
Average salary: $39,000."
221,YG Connect Pvt Ltd,BPO/ Telecaller,Karnataka,2024-03-16 00:00:00,Full Time,14000,20000,17000,407,"BPO/ Telecaller role in Karnataka.
Average salary: $17,000."
222,RAPRO Solutions,BPO/ Telecaller,Karnataka,2024-03-16 00:00:00,Full Time,16000,31000,23500,407,"BPO/ Telecaller role in Karnataka.
Average salary: $23,500."
223,Not mentioned,BPO/ Telecaller,Karnataka,2024-03-16 00:00:00,Full Time,25000,30000,27500,407,"BPO/ Telecaller role in Karnataka.
Average salary: $27,500."
224,bhandhan properties,BPO/ Telecaller,Karnataka,2024-03-16 00:00:00,Full Time,20000,35000,27500,407,"BPO/ Telecaller role in Karnataka.
Average salary: $27,500."
225,Quality Tech Yard Software Solutions OPC Pvt Ltd,BPO/ Telecaller,Karnataka,2024-03-16 00:00:00,Full Time,18000,50000,34000,407,"BPO/ Telecaller role in Karnataka.
Average salary: $34,000."
226,Not mentioned,BPO/ Telecaller,Karnataka,2024-03-16 00:00:00,Full Time,25000,26000,25500,407,"BPO/ Telecaller role in Karnataka.
Average salary: $25,500."
227,Quikr,BPO/ Telecaller,Karnataka,2024-03-16 00:00:00,Full Time,25000,35000,30000,407,"BPO/ Telecaller role in Karnataka.
Average salary: $30,000."
228,QUIKR INDIA PVT. LTD.,BPO/ Telecaller,Karnataka,2024-03-16 00:00:00,Full Time,15000,25000,20000,407,"BPO/ Telecaller role in Karnataka.
Average salary: $20,000."
229,GG MAN POWER SOLUTIONS,Caretaker/Nanny,Karnataka,2024-03-16 00:00:00,Full Time,25000,26000,25500,407,"Caretaker/Nanny role in Karnataka.
Average salary: $25,500."
230,LegUp,Caretaker/Nanny,Karnataka,2024-03-16 00:00:00,Full Time,22000,30000,26000,407,"Caretaker/Nanny role in Karnataka.
Average salary: $26,000."
231,Self,Caretaker/Nanny,Karnataka,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"Caretaker/Nanny role in Karnataka.
Average salary: $12,500."
232,Not mentioned,Caretaker/Nanny,Karnataka,2024-03-16 00:00:00,Full Time,1000,15000,8000,407,"Caretaker/Nanny role in Karnataka.
Average salary: $8,000."
233,Not mentioned,Caretaker/Nanny,Karnataka,2024-03-16 00:00:00,Full Time,19000,20000,19500,407,"Caretaker/Nanny role in Karnataka.
Average salary: $19,500."
234,Not mentioned,Caretaker/Nanny,Karnataka,2024-03-16 00:00:00,Full Time,18000,25000,21500,407,"Caretaker/Nanny role in Karnataka.
Average salary: $21,500."
235,om,Caretaker/Nanny,Karnataka,2024-03-16 00:00:00,Full Time,19500,20500,20000,407,"Caretaker/Nanny role in Karnataka.
Average salary: $20,000."
236,Merytta Home Health Care,Caretaker/Nanny,Karnataka,2024-03-16 00:00:00,Full Time,18000,28000,23000,407,"Caretaker/Nanny role in Karnataka.
Average salary: $23,000."
237,Not mentioned,Bartender,Union Territory,2024-03-16 00:00:00,Full Time,37974,38724,38349,407,"Bartender role in Union Territory.
Average salary: $38,349."
238,Not mentioned,Beautician,Union Territory,2024-03-16 00:00:00,Full Time,15000,20000,17500,407,"Beautician role in Union Territory.
Average salary: $17,500."
239,Not mentioned,Beautician,Union Territory,2024-03-16 00:00:00,Full Time,40000,95000,67500,407,"Beautician role in Union Territory.
Average salary: $67,500."
240,Not mentioned,Beautician,Union Territory,2024-03-16 00:00:00,Full Time,50000,62000,56000,407,"Beautician role in Union Territory.
Average salary: $56,000."
241,Not mentioned,Beautician,Union Territory,2024-03-16 00:00:00,Full Time,18000,25000,21500,407,"Beautician role in Union Territory.
Average salary: $21,500."
242,Not mentioned,Beautician,Union Territory,2024-03-16 00:00:00,Full Time,35500,38700,37100,407,"Beautician role in Union Territory.
Average salary: $37,100."
243,Not mentioned,Bouncer,Union Territory,2024-03-16 00:00:00,Full Time,18000,25000,21500,407,"Bouncer role in Union Territory.
Average salary: $21,500."
244,Not mentioned,Bouncer,Union Territory,2024-03-16 00:00:00,Full Time,18000,30000,24000,407,"Bouncer role in Union Territory.
Average salary: $24,000."
245,Just Dial Ltd,BPO/ Telecaller,Union Territory,2024-03-16 00:00:00,Full Time,15000,25000,20000,407,"BPO/ Telecaller role in Union Territory.
Average salary: $20,000."
246,Just Dial Ltd,BPO/ Telecaller,Union Territory,2024-03-16 00:00:00,Full Time,20000,35000,27500,407,"BPO/ Telecaller role in Union Territory.
Average salary: $27,500."
247,Not mentioned,BPO/ Telecaller,Union Territory,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"BPO/ Telecaller role in Union Territory.
Average salary: $12,500."
